Test_Tweet,VaderSent,NaiveBayes_VaderSent,LogisticReg_VaderSent,RandomForest_VaderSent
good movie netflix,Positive,Positive,Positive,Positive
good movie netflix horror action,Negative,Positive,Negative,Negative
movie invisible guest netflix good,Positive,Positive,Positive,Positive
watching star trek next generation netflix ive decided star trek darkness really good star war movie,Negative,Positive,Positive,Positive
kiernan shipka blackcoats daughter really good really good creepy bad movie theblackcoatsdaughter netflix,Positive,Positive,Positive,Positive
good movie thumb thesentinel netflix,Positive,Positive,Positive,Positive
gosh need good movie show watch netflix,Positive,Positive,Positive,Positive
good movie netflix,Positive,Positive,Positive,Positive
hater netflix really good movie equally disturbing also thehater netflix,Negative,Positive,Positive,Positive
movie inthehive soooo good everybody watch netflix,Positive,Positive,Positive,Positive
nothing worse watching bad movie netflix thinkin going turn good smh,Positive,Positive,Negative,Negative
laborday netflix pretty good damn movie,Positive,Positive,Positive,Positive
good movie netflix asktwitter qna,Positive,Positive,Positive,Positive
people like food see movie chef serier chef show netflix good movie good serie must see sooooo feel good netflix chef thechefshow food feelgood,Positive,Positive,Positive,Positive
watched much enjoyed great job director sanaalathan netflix goodmovie,Positive,Positive,Positive,Positive
feeling good watching movie netflix 📺 goodmorningsunday,Positive,Positive,Positive,Positive
want watch good movie dad today design director yvonne recommends cargo like zombie dad tearjerker sure cargomovie netflix fathersday happyfathersday beyondinternational smilebeyond beyonddental beyondwhitening,Positive,Positive,Positive,Positive
watched movie bright last night willsmith netflix overall pretty good,Positive,Positive,Positive,Positive
good movie netflix,Positive,Positive,Positive,Positive
supposed know movie good take away average rating netflix fixyourshit,Positive,Positive,Positive,Positive
watched movie home soo good netflix,Positive,Positive,Positive,Positive
recommend gift guest mean creek joe looper let good movie available netflix,Positive,Positive,Positive,Positive
good see netflix make decent movie handing money adam sandler thefundamentalsofcaring,Positive,Positive,Positive,Positive
jackreacher tomcruise baddest movie ever something good netflix,Positive,Positive,Positive,Positive
watched good movie netflix wishdragon,Positive,Positive,Positive,Positive
good movie tv show netflix,Positive,Positive,Positive,Positive
finally watched waterforelephants netflix success good novel movie adaptation,Positive,Positive,Positive,Positive
watched unbroken good book definitely powerful touching movie netflix,Positive,Positive,Positive,Positive
need good movie suggestion netflix,Positive,Positive,Positive,Positive
watching really good netflix good family movie klaus,Positive,Positive,Positive,Positive
visual music direction movie good story bit boring nothing new honestly speaking average anime movie bubbleanime bubble anime netflix,Negative,Positive,Positive,Positive
movie good nappilyeverafter netflix,Positive,Positive,Positive,Positive
recommending thar netflix …movie good storyline great cinematics…and pakistan ka image usual negative little reason,Positive,Positive,Positive,Positive
aye distant stranger good as scary as sad as movie 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ netflix,Negative,Positive,Negative,Negative
anyone seen good horror movie netflix lately horror netflix halloweenmovie,Negative,Positive,Negative,Negative
watched good movie netflix last night hellgate 2011,Positive,Positive,Positive,Positive
thefactory netflix good movie,Positive,Positive,Positive,Positive
need good movie netflix go bed,Positive,Positive,Positive,Positive
new post upcoming web series movie netflix india july 2020 published web series review rising coronavirus case weather outside becoming grim indian good news – perhaps b,Negative,Positive,Positive,Positive
anyone know good movie netflix netflix aaronisoverparty likeforfolow like jacobsessed teenwolf happybirthdayjohnnyorlando,Positive,Positive,Positive,Positive
movie thanks dude good laugh netflix thoughtsandprayers,Positive,Positive,Positive,Positive
netflix lil bootleg movie good,Positive,Positive,Positive,Positive
netflix got good movie love rosemarysbaby classic,Positive,Positive,Positive,Positive
fun laugh call friend watch good movie sometimes catch watching much msnbc amp click netflix tubi,Positive,Positive,Positive,Positive
reviewed siege good movie many question listen full review movie podcast funny subscribe thursdayvibes trending safemoon viral twitch netflix action moviereview youtuber spotify fun tv,Positive,Positive,Positive,Positive
trying find good scary movie netflix anyone good movie scarymovies netflix movie fathersday happyfathersday,Positive,Positive,Positive,Negative
triad really good lot violence expect asian gang movie netflix…,Negative,Positive,Positive,Positive
dakotafanning nowisgood brought tearssuch sadgood movie watch netflix youd like,Positive,Positive,Positive,Positive
theadamproject good movie well worth watch nothing stunning love seeing original idea getting decent budget keep experiencing new story throwback et flight navigator explorer also welcome 💪💪💪😀netflix,Positive,Positive,Positive,Positive
interesting article youre tired surfing netflix looking good movie rt best thriller netflix right via movie thriller,Positive,Positive,Positive,Positive
wan na watch good movie netflix know,Positive,Positive,Positive,Positive
old guard good movie watch recommended 👍💯 oldguard netflix,Positive,Positive,Positive,Positive
finally way find good netflix movie via,Positive,Positive,Positive,Positive
good moviesshows netflix,Positive,Positive,Positive,Positive
want good movie watch netflix watch victor great movie real eye opener beblessed netflix,Positive,Positive,Positive,Positive
chef good movie make want cubano use twitter texas brisket netflix chef foodie,Positive,Positive,Positive,Positive
disney make pay 30 extra see brand new movie 8 month good enough really need charge people like movie theater new movie work way hbo max netflix stupid idea disney netflix hbomax,Positive,Positive,Positive,Positive
good morning fellow voiceactors lastnight saw trailer burning asphalt netflix thought get chance live action movie hope something lol kind live action project would wan na given chance,Positive,Positive,Positive,Positive
need good movie watch netflix suggestion horror gay cinema nocturnallife,Negative,Positive,Negative,Negative
good movie ta watch netflix,Positive,Positive,Positive,Positive
watch horror movie completely misleading title cast actually good great idea seems budget way small fully execute idea 🤷🏻‍♂️ netflix wasteoftime 😒,Positive,Positive,Positive,Positive
would really good movie watch right storm netflix,Positive,Positive,Positive,Positive
fall grace netflix good plot twist decent movie,Positive,Positive,Positive,Positive
good horror movie netflix recommendgo horror horromovies netflix,Negative,Positive,Negative,Negative
watch tokyo godfather netflix laughed cried watching say really good movie heartfelt,Positive,Positive,Positive,Positive
republican hypocrisy republican netflix aiding abetting pedophilia airing movie cuties 14 yearold girl bikini also republican donald trump good business man holding miss teen usa pageant 14yearold girl bikini netflix,Positive,Positive,Positive,Positive
fan martinscorsese robertdeniro alpacino amp josephpesci excited theirishman watched trailer look awesome feel seen many good scene already movie trailer show much pressuring netflix,Positive,Positive,Positive,Positive
movie bright looked real cheesy trailer sat adding christmas music library decided check pas timeand pretty damn good mustsee netflix netflixandwork bright,Positive,Positive,Positive,Positive
privatelife tamarajenkins 1st film 11 year good movie ive seen year favor watch netflix weekend,Positive,Positive,Positive,Positive
littlebro musicman brought mom chicken sandwich 3 whooper 3 whooper jr 5 fry homebuffet littlebro telling watch jeffrey dahmer story netflix best part goodmusic club watching episode today goodmovie,Positive,Positive,Positive,Positive
